id,name,address,city,district,lat,lon,url_2gis,parking_type,paid,tariff,capacity,parent_object,hours,rating,review_count,has_photos
9429940001179723_y21q9esc17d0dB6I383611J3IH4Hss8x4iz504839-2465J281J2J97478B-d8dd33G4G2B16785A1AA745Hv3f8i3bdB9A8289194J8H9940012HH2IJHJIH0I69,"Орбита-3, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940001179723_y21q9esc17d0dB6I383611J3IH4Hss8x4iz504839-2465J281J2J97478B-d8dd33G4G2B16785A1AA745Hv3f8i3bdB9A8289194J8H9940012HH2IJHJIH0I69,частная,,,,,24/7,4.4,8,False
70000001054874402_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I164B8462-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G2732000013H4J2H81G9054364,Парковка ТРК АДК,,Алматы,,,,https://2gis.kz/almaty/geo/70000001054874402_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I164B8462-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G2732000013H4J2H81G9054364,ТЦ,,,,,See 2GIS,1.5,68,True
70000001054954379_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I164C6459-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G273200001AH5J2H81G90543ef,Автостоянка,,Алматы,,,,https://2gis.kz/almaty/geo/70000001054954379_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I164C6459-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G273200001AH5J2H81G90543ef,частная,,,,,24/7,4.7,8,True
70000001057443788_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I1677539A-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G2732000019H6J2H81G9054336,Автостоянка,,Алматы,,,,https://2gis.kz/almaty/geo/70000001057443788_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I1677539A-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G2732000019H6J2H81G9054336,частная,,,,,24/7,5,1,True
70000001089994206_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I199CA442-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G2732000017H7J2H81G90543fd,"Parking, парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001089994206_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I199CA442-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G2732000017H7J2H81G90543fd,частная,,,,,24/7,,,False
70000001057445211_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I16775543-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G2732000012H8J2H81G9054316,Парковка ТРК Mega Center Alma-Ata,,Алматы,,,,https://2gis.kz/almaty/geo/70000001057445211_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I16775543-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G2732000012H8J2H81G9054316,ТЦ,,,,,24/7,3.9,1,True
70030076861608325_y21q9esc17d0dB6I38361H9J2HI9ss8x4iz504839-2465J281J2J73278B-d8dd33G4G2B16785A1918546v3f8i3bdB9A8289194J8H30076977HII3HJIHGI2G88,Парковка,,Алматы,,,,https://2gis.kz/almaty/geo/70030076861608325_y21q9esc17d0dB6I38361H9J2HI9ss8x4iz504839-2465J281J2J73278B-d8dd33G4G2B16785A1918546v3f8i3bdB9A8289194J8H30076977HII3HJIHGI2G88,частная,,,,,24/7,,,False
70000001094799026_y21q9esc17d0dB6I38361HAJ2HI3ss8x4iz504839-2465J281J2J73278B-d8dd33G4G2B16785A4AA9247v3f8i3bdB9A8289194J8H000011AHHI2JHJIHG2I6f,"Alva, станция зарядки электромобилей",,Алматы,,,,https://2gis.kz/almaty/geo/70000001094799026_y21q9esc17d0dB6I38361HAJ2HI3ss8x4iz504839-2465J281J2J73278B-d8dd33G4G2B16785A4AA9247v3f8i3bdB9A8289194J8H000011AHHI2JHJIHG2I6f,частная,,,,,24/7,4.3,10,True
70000001054917224_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I164C2744-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G2732000015HBJ2H81G90543dd,Парковка ТРК Глобус,,Алматы,,,,https://2gis.kz/almaty/geo/70000001054917224_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I164C2744-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G2732000015HBJ2H81G90543dd,ТЦ,,,,,24/7,1.7,18,True
70000001110906180_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I220C163A-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G2732000011HCJ2H81G90543cg,Парковка БЦ Нурлы Тау,,Алматы,,,,https://2gis.kz/almaty/geo/70000001110906180_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I220C163A-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G2732000011HCJ2H81G90543cg,БЦ,,,,,See 2GIS,1.7,1,False
9429940000791465_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I117C2487-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H23J2H81G905431f,Автостоянка №26,,Алматы,,,,https://2gis.kz/almaty/geo/9429940000791465_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I117C2487-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H23J2H81G905431f,частная,,,,,24/7,4.7,1,True
9429940000799990_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I117CA9B2-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H24J2H81G9054395,"Сайран-2, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940000799990_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I117CA9B2-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H24J2H81G9054395,частная,,,,,24/7,4.7,6,True
70000001110970238_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I220C8045-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000019H45I1I70J62370g9,"Urban parking, платная парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001110970238_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I220C8045-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000019H45I1I70J62370g9,частная,,,,,24/7,1,4,True
70000001057442408_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I16775262-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000019H46I1I70J6237031,Парковка №1006,,Алматы,,,,https://2gis.kz/almaty/geo/70000001057442408_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I16775262-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000019H46I1I70J6237031,частная,,,,,24/7,2.9,29,True
70000001054917623_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I164C2784-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000014H47I1I70J62370ge,Парковка ТРЦ Достык Плаза,,Алматы,,,,https://2gis.kz/almaty/geo/70000001054917623_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I164C2784-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000014H47I1I70J62370ge,частная,,,,,See 2GIS,4,26,True
70000001054875981_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I164B85BA-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000012H48I1I70J62370f0,Парковка ТРЦ Ритц-Палас,,Алматы,,,,https://2gis.kz/almaty/geo/70000001054875981_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I164B85BA-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000012H48I1I70J62370f0,ТЦ,,,,,24/7,2.4,30,True
9429940001192409_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I121C342B-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H29J2H81G9054364,"Таугуль, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940001192409_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I121C342B-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H29J2H81G9054364,частная,,,,,24/7,5,3,True
70000001093570449_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A388066-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH4AI1I70J62370Ab,"Parqour, платная парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001093570449_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A388066-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH4AI1I70J62370Ab,частная,,,,,24/7,,,True
70000001057445380_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1677555A-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000011H4BI1I70J62370Ad,Парковка ТД Алтын — Тараз,,Алматы,,,,https://2gis.kz/almaty/geo/70000001057445380_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1677555A-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000011H4BI1I70J62370Ad,частная,,,,,,3.9,5,False
9429940001704788_y21q9esc17d0dB6I383612CJ2HI3ss8x4iz504839-2465J281J2J97478B-d8dd33G4G2B16785A7357AAHv3f8i3bdB9A8289194J8H9940012HHI2JHJIHG2I61,"Алмагуль, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940001704788_y21q9esc17d0dB6I383612CJ2HI3ss8x4iz504839-2465J281J2J97478B-d8dd33G4G2B16785A7357AAHv3f8i3bdB9A8289194J8H9940012HHI2JHJIHG2I61,частная,,,,,24/7,4.7,9,True
70000001110950980_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I220C60BA-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000011H53I1I70J6237067,"Almaty Parking, парковка №4002",,Алматы,,,,https://2gis.kz/almaty/geo/70000001110950980_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I220C60BA-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000011H53I1I70J6237067,частная,,,,,24/7,,,True
70000001089530729_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I19984094-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH54I1I70J6237031,"Almaty Parking, парковка №2016",,Алматы,,,,https://2gis.kz/almaty/geo/70000001089530729_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I19984094-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH54I1I70J6237031,частная,,,,,24/7,,,True
9429940000794505_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I117C5527-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H35J2H81G9054341,"Горный, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940000794505_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I117C5527-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H35J2H81G9054341,частная,,,,,24/7,4.6,4,False
70000001057443666_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I16775388-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000017H56I1I70J6237021,Автостоянка ТРЦ Moscva Metropolitan,,Алматы,,,,https://2gis.kz/almaty/geo/70000001057443666_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I16775388-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000017H56I1I70J6237021,частная,,,,,See 2GIS,4.5,13,True
9429940001492749_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I124C376B-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H37J2H81G9054379,"Жолай-1, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940001492749_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I124C376B-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H37J2H81G9054379,частная,,,,,24/7,4.6,5,True
70000001089993664_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I199CA388-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000015H58I1I70J6237083,"Sputnik Mall Parking, парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001089993664_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I199CA388-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000015H58I1I70J6237083,ТЦ,,,,,See 2GIS,4,19,True
70000001057442405_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I16775262-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000016H59I1I70J62370g2,Автостоянка,,Алматы,,,,https://2gis.kz/almaty/geo/70000001057442405_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I16775262-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000016H59I1I70J62370g2,частная,,,,,24/7,3.5,2,True
9429940001206213_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I12237235-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H3AJ2H81G905432f,"Тума, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940001206213_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I12237235-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H3AJ2H81G905432f,частная,,,,,24/7,3.8,3,True
70000001091770674_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A1A8089-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000015H5BI1I70J62370ea,"Almaty Parking, парковка №2017",,Алматы,,,,https://2gis.kz/almaty/geo/70000001091770674_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A1A8089-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000015H5BI1I70J62370ea,частная,,,,,24/7,1,2,False
70000001089355119_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I19966533-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH5CI1I70J6237027,"Parqour, парковка отеля Best Western Plus",,Алматы,,,,https://2gis.kz/almaty/geo/70000001089355119_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I19966533-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH5CI1I70J6237027,частная,,,,,24/7,1.4,1,True
70000001101277349_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I21158756-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH63I1I70J6237047,Подземный платный паркинг,,Алматы,,,,https://2gis.kz/almaty/geo/70000001101277349_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I21158756-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH63I1I70J6237047,частная,,,,,24/7,2.7,3,True
70000001059569125_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I16987934-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000016H64I1I70J6237028,Парковка ТД Саламат,,Алматы,,,,https://2gis.kz/almaty/geo/70000001059569125_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I16987934-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000016H64I1I70J6237028,частная,,,,,See 2GIS,,,False
70000001057444345_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I16775456-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000016H65I1I70J623708c,Парковка ТРК Mega Park,,Алматы,,,,https://2gis.kz/almaty/geo/70000001057444345_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I16775456-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000016H65I1I70J623708c,ТЦ,,,,,24/7,3.5,3,True
70000001083661153_y21q9esc17d0dB6I38361H66I1IHss8x4iz504839-2465J281J2J73278B-d8dd33G4G2B16785A3971374v3f8i3bdB9A8289194J8H00001193HII3HJIHGI2Gef,Паркинг БЦ Гермес,,Алматы,,,,https://2gis.kz/almaty/geo/70000001083661153_y21q9esc17d0dB6I38361H66I1IHss8x4iz504839-2465J281J2J73278B-d8dd33G4G2B16785A3971374v3f8i3bdB9A8289194J8H00001193HII3HJIHGI2Gef,БЦ,,,,,24/7,3.2,1,True
9429940001288516_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I122B9538-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H47J2H81G905434f,"Маржан Н., автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940001288516_21q9esv3dBdB9A824J8H1J2J1GIIGHG3ss8x4izy39-c17d016785A6I122B9538-d8d50482465J28B38361919452I5HJIf8i3b78B8d33G4G297499400H47J2H81G905434f,частная,,,,,24/7,3.9,22,True
70000001090078135_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A038835-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000016H68I1I70J62370g1,"Almaty Parking, парковка №2021",,Алматы,,,,https://2gis.kz/almaty/geo/70000001090078135_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A038835-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000016H68I1I70J62370g1,частная,,,,,24/7,2.1,5,True
70000001101414052_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I21172427-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000013H69I1I70J623706c,"Parqour, парковка ТРЦ Almaty Mall",,Алматы,,,,https://2gis.kz/almaty/geo/70000001101414052_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I21172427-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000013H69I1I70J623706c,ТЦ,,,,,24/7,4.7,5,False
70000001057443905_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I167753B2-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000016H6AI1I70J62370ga,"Almaty Parking, парковка №6014",,Алматы,,,,https://2gis.kz/almaty/geo/70000001057443905_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I167753B2-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000016H6AI1I70J62370ga,частная,,,,,24/7,1.4,7,False
70030076129532562_21q9esv3dBdB9A824J8H1J2JHGIIG1G9ss8x4izy39-c17d016785A6I23984278-d8d50482465J28B3836191928BIJH3If8i3b78B8d33G4G2732300763H6BI1IH8,Парковка ВУЗ КазНУ,,Алматы,,,,https://2gis.kz/almaty/geo/70030076129532562_21q9esv3dBdB9A824J8H1J2JHGIIG1G9ss8x4izy39-c17d016785A6I23984278-d8d50482465J28B3836191928BIJH3If8i3b78B8d33G4G2732300763H6BI1IH8,частная,,,,,24/7,3.1,1,True
70000001098489799_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A87999B-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH6CI1I70J623706f,"Shafran, парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001098489799_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A87999B-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH6CI1I70J623706f,частная,,,,,24/7,3.7,3,True
70000001110950996_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I220C60BB-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000017H73I1I70J62370e6,"Almaty Parking, парковка №4028",,Алматы,,,,https://2gis.kz/almaty/geo/70000001110950996_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I220C60BB-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000017H73I1I70J62370e6,частная,,,,,24/7,,,False
70000001110950049_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I220C6026-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH74I1I70J62370bd,"Almaty Parking, парковка №2043",,Алматы,,,,https://2gis.kz/almaty/geo/70000001110950049_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I220C6026-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH74I1I70J62370bd,частная,,,,,24/7,,,False
70000001112811489_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I222B216A-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH75I1I70J6237088,"Sergek parking, парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001112811489_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I222B216A-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G273200001AH75I1I70J6237088,частная,,,,,24/7,1.3,5,False
70000001110958473_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I220C6869-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000014H76I1I70J62370Ac,"Parqour, платная парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001110958473_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I220C6869-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000014H76I1I70J62370Ac,частная,,,,,24/7,,,True
9430047408908470_21q9esv3dBdB9A824J8H1J2JHGII0H04ss8x4izy39-c17d016785A6I19939492-d8d50482465J28B383619198AIIJ1JIf8i3b78B8d33G4G297500474H57J2HI2,"проспект Достык, 56/1",,Алматы,,,,https://2gis.kz/almaty/geo/9430047408908470_21q9esv3dBdB9A824J8H1J2JHGII0H04ss8x4izy39-c17d016785A6I19939492-d8d50482465J28B383619198AIIJ1JIf8i3b78B8d33G4G297500474H57J2HI2,частная,,,,,24/7,4.7,10,True
70000001054847834_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I164B57A5-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000015H78I1I70J62370ec,Парковка ТК Армада,,Алматы,,,,https://2gis.kz/almaty/geo/70000001054847834_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I164B57A5-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000015H78I1I70J62370ec,частная,,,,,See 2GIS,1.6,11,True
70000001093698072_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A39A829-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000013H79I1I70J6237074,"Almaty Parking, парковка №2024",,Алматы,,,,https://2gis.kz/almaty/geo/70000001093698072_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A39A829-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000013H79I1I70J6237074,частная,,,,,24/7,,,True
70000001097175310_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A748553-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000011H7AI1I70J62370c2,"Almaty Parking, парковка №4801",,Алматы,,,,https://2gis.kz/almaty/geo/70000001097175310_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A748553-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000011H7AI1I70J62370c2,частная,,,,,24/7,5,3,True
70000001090075383_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A03855A-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000014H7BI1I70J6237083,"Almaty Parking, парковка №2009",,Алматы,,,,https://2gis.kz/almaty/geo/70000001090075383_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A03855A-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000014H7BI1I70J6237083,частная,,,,,See 2GIS,,,False
9430468281761864_21q9esv3dBdB9A824J8H1J2JHGII0H0Css8x4izy39-c17d016785A6I92792886-d8d50482465J28B383619198AIIJ1JIf8i3b78B8d33G4G297504682H5CJ2HI2,Парковка ТРЦ Mega Alma-Ata,,Алматы,,,,https://2gis.kz/almaty/geo/9430468281761864_21q9esv3dBdB9A824J8H1J2JHGII0H0Css8x4izy39-c17d016785A6I92792886-d8d50482465J28B383619198AIIJ1JIf8i3b78B8d33G4G297504682H5CJ2HI2,частная,,,,,See 2GIS,1.9,3,False
70000001057443892_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I167753AB-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000013H83I1I70J623701c,"Almaty Parking, парковка №4012",,Алматы,,,,https://2gis.kz/almaty/geo/70000001057443892_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I167753AB-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000013H83I1I70J623701c,частная,,,,,24/7,5,1,False
70000001096763088_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A6A732A-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000019H84I1I70J6237088,"Parqour, парковка МФК Villa",,Алматы,,,,https://2gis.kz/almaty/geo/70000001096763088_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I1A6A732A-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000019H84I1I70J6237088,частная,,,,,24/7,1,5,True
70000001089353028_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I19966324-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000019H85I1I70J62370e4,"Almaty Parking, парковка №2004",,Алматы,,,,https://2gis.kz/almaty/geo/70000001089353028_21q9esv3dBdB9A824J8H1J2JH0IIGHGJss8x4izy39-c17d016785A6I19966324-d8d50482465J28B383619191462J3JIf8i3b78B8d33G4G2732000019H85I1I70J62370e4,частная,,,,,24/7,1,1,True
