id,name,address,city,district,lat,lon,url_2gis,parking_type,paid,tariff,capacity,parent_object,hours,rating,review_count,has_photos
70000001110906180_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I220C163A-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G2732000011HCJ2H81G90543a8,Парковка БЦ Нурлы Тау,,Алматы,,,,https://2gis.kz/almaty/geo/70000001110906180_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I220C163A-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G2732000011HCJ2H81G90543a8,БЦ,,,,,See 2GIS,1.7,1,False
9429940000791465_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I117C2487-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H23J2H81G90543b2,Автостоянка №26,,Алматы,,,,https://2gis.kz/almaty/geo/9429940000791465_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I117C2487-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H23J2H81G90543b2,частная,,,,,24/7,4.7,1,True
9429940000799990_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I117CA9B2-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H24J2H81G905434c,"Сайран-2, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940000799990_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I117CA9B2-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H24J2H81G905434c,частная,,,,,24/7,4.7,6,True
70000001110970238_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I220C8045-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000019H45I1I70J6237034,"Urban parking, платная парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001110970238_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I220C8045-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000019H45I1I70J6237034,частная,,,,,24/7,1,4,True
70000001057442408_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I16775262-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000019H46I1I70J62370d0,Парковка №1006,,Алматы,,,,https://2gis.kz/almaty/geo/70000001057442408_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I16775262-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000019H46I1I70J62370d0,частная,,,,,24/7,2.9,29,True
70000001054917623_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I164C2784-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000014H47I1I70J6237015,Парковка ТРЦ Достык Плаза,,Алматы,,,,https://2gis.kz/almaty/geo/70000001054917623_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I164C2784-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000014H47I1I70J6237015,частная,,,,,See 2GIS,4,26,True
70000001054875981_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I164B85BA-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000012H48I1I70J62370fa,Парковка ТРЦ Ритц-Палас,,Алматы,,,,https://2gis.kz/almaty/geo/70000001054875981_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I164B85BA-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000012H48I1I70J62370fa,ТЦ,,,,,24/7,2.4,30,True
9429940001192409_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I121C342B-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H29J2H81G90543c7,"Таугуль, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940001192409_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I121C342B-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H29J2H81G90543c7,частная,,,,,24/7,5,3,True
70000001093570449_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A388066-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH4AI1I70J623703b,"Parqour, платная парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001093570449_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A388066-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH4AI1I70J623703b,частная,,,,,24/7,,,True
70000001057445380_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1677555A-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000011H4BI1I70J62370b0,Парковка ТД Алтын — Тараз,,Алматы,,,,https://2gis.kz/almaty/geo/70000001057445380_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1677555A-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000011H4BI1I70J62370b0,частная,,,,,,3.9,5,False
9429940001704788_ip4npg3c17d0dB8I383612CJ2HI3otBuptp504839-2465J281J2J97478B-d8dd33G4G2B1678627357AAH4qf8i3bdB9A8289216J8H9940012HHI2JHJIHG2I54,"Алмагуль, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940001704788_ip4npg3c17d0dB8I383612CJ2HI3otBuptp504839-2465J281J2J97478B-d8dd33G4G2B1678627357AAH4qf8i3bdB9A8289216J8H9940012HHI2JHJIHG2I54,частная,,,,,24/7,4.7,9,True
70000001110950980_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I220C60BA-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000011H53I1I70J62370f3,"Almaty Parking, парковка №4002",,Алматы,,,,https://2gis.kz/almaty/geo/70000001110950980_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I220C60BA-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000011H53I1I70J62370f3,частная,,,,,24/7,,,True
70000001089530729_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I19984094-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH54I1I70J623705a,"Almaty Parking, парковка №2016",,Алматы,,,,https://2gis.kz/almaty/geo/70000001089530729_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I19984094-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH54I1I70J623705a,частная,,,,,24/7,,,True
9429940000794505_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I117C5527-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H35J2H81G9054386,"Горный, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940000794505_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I117C5527-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H35J2H81G9054386,частная,,,,,24/7,4.6,4,False
70000001057443666_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I16775388-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000017H56I1I70J62370f8,Автостоянка ТРЦ Moscva Metropolitan,,Алматы,,,,https://2gis.kz/almaty/geo/70000001057443666_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I16775388-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000017H56I1I70J62370f8,частная,,,,,See 2GIS,4.5,13,True
9429940001492749_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I124C376B-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H37J2H81G9054325,"Жолай-1, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940001492749_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I124C376B-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H37J2H81G9054325,частная,,,,,24/7,4.6,5,True
70000001089993664_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I199CA388-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000015H58I1I70J623702c,"Sputnik Mall Parking, парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001089993664_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I199CA388-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000015H58I1I70J623702c,ТЦ,,,,,See 2GIS,4,19,True
70000001057442405_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I16775262-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000016H59I1I70J6237035,Автостоянка,,Алматы,,,,https://2gis.kz/almaty/geo/70000001057442405_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I16775262-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000016H59I1I70J6237035,частная,,,,,24/7,3.5,2,True
9429940001206213_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I12237235-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H3AJ2H81G905431b,"Тума, автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940001206213_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I12237235-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H3AJ2H81G905431b,частная,,,,,24/7,3.8,3,True
70000001091770674_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A1A8089-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000015H5BI1I70J62370f0,"Almaty Parking, парковка №2017",,Алматы,,,,https://2gis.kz/almaty/geo/70000001091770674_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A1A8089-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000015H5BI1I70J62370f0,частная,,,,,24/7,1,2,False
70000001089355119_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I19966533-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH5CI1I70J6237057,"Parqour, парковка отеля Best Western Plus",,Алматы,,,,https://2gis.kz/almaty/geo/70000001089355119_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I19966533-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH5CI1I70J6237057,частная,,,,,24/7,1.4,1,True
70000001101277349_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I21158756-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH63I1I70J6237084,Подземный платный паркинг,,Алматы,,,,https://2gis.kz/almaty/geo/70000001101277349_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I21158756-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH63I1I70J6237084,частная,,,,,24/7,2.7,3,True
70000001059569125_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I16987934-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000016H64I1I70J6237069,Парковка ТД Саламат,,Алматы,,,,https://2gis.kz/almaty/geo/70000001059569125_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I16987934-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000016H64I1I70J6237069,частная,,,,,See 2GIS,,,False
70000001057444345_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I16775456-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000016H65I1I70J62370c0,Парковка ТРК Mega Park,,Алматы,,,,https://2gis.kz/almaty/geo/70000001057444345_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I16775456-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000016H65I1I70J62370c0,ТЦ,,,,,24/7,3.5,3,True
70000001083661153_ip4npg3c17d0dB8I38361H66I1IHotBuptp504839-2465J281J2J73278B-d8dd33G4G2B16786239713744qf8i3bdB9A8289216J8H00001193HII3HJIHGI2G62,Паркинг БЦ Гермес,,Алматы,,,,https://2gis.kz/almaty/geo/70000001083661153_ip4npg3c17d0dB8I38361H66I1IHotBuptp504839-2465J281J2J73278B-d8dd33G4G2B16786239713744qf8i3bdB9A8289216J8H00001193HII3HJIHGI2G62,БЦ,,,,,24/7,3.2,1,True
9429940001288516_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I122B9538-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H47J2H81G9054376,"Маржан Н., автостоянка",,Алматы,,,,https://2gis.kz/almaty/geo/9429940001288516_p4npg34qdBdB9A826J8H1J2J1GIIGHG3otBuptpi39-c17d01678628I122B9538-d8d50482465J28B38361921452I5HJIf8i3b78B8d33G4G297499400H47J2H81G9054376,частная,,,,,24/7,3.9,22,True
70000001090078135_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A038835-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000016H68I1I70J6237021,"Almaty Parking, парковка №2021",,Алматы,,,,https://2gis.kz/almaty/geo/70000001090078135_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A038835-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000016H68I1I70J6237021,частная,,,,,24/7,2.1,5,True
70000001101414052_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I21172427-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000013H69I1I70J62370b0,"Parqour, парковка ТРЦ Almaty Mall",,Алматы,,,,https://2gis.kz/almaty/geo/70000001101414052_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I21172427-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000013H69I1I70J62370b0,ТЦ,,,,,24/7,4.7,5,False
70000001057443905_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I167753B2-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000016H6AI1I70J62370dc,"Almaty Parking, парковка №6014",,Алматы,,,,https://2gis.kz/almaty/geo/70000001057443905_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I167753B2-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000016H6AI1I70J62370dc,частная,,,,,24/7,1.4,7,False
70030076129532562_p4npg34qdBdB9A826J8H1J2JHGIIG1G9otBuptpi39-c17d01678628I23984278-d8d50482465J28B3836192128BIJH3If8i3b78B8d33G4G2732300763H6BI1IH6,Парковка ВУЗ КазНУ,,Алматы,,,,https://2gis.kz/almaty/geo/70030076129532562_p4npg34qdBdB9A826J8H1J2JHGIIG1G9otBuptpi39-c17d01678628I23984278-d8d50482465J28B3836192128BIJH3If8i3b78B8d33G4G2732300763H6BI1IH6,частная,,,,,24/7,3.1,1,True
70000001098489799_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A87999B-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH6CI1I70J6237016,"Shafran, парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001098489799_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A87999B-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH6CI1I70J6237016,частная,,,,,24/7,3.7,3,True
70000001110950996_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I220C60BB-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000017H73I1I70J6237021,"Almaty Parking, парковка №4028",,Алматы,,,,https://2gis.kz/almaty/geo/70000001110950996_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I220C60BB-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000017H73I1I70J6237021,частная,,,,,24/7,,,False
70000001110950049_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I220C6026-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH74I1I70J623704c,"Almaty Parking, парковка №2043",,Алматы,,,,https://2gis.kz/almaty/geo/70000001110950049_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I220C6026-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH74I1I70J623704c,частная,,,,,24/7,,,False
70000001112811489_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I222B216A-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH75I1I70J623706a,"Sergek parking, парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001112811489_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I222B216A-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH75I1I70J623706a,частная,,,,,24/7,1.3,5,False
70000001110958473_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I220C6869-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000014H76I1I70J62370ba,"Parqour, платная парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001110958473_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I220C6869-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000014H76I1I70J62370ba,частная,,,,,24/7,,,True
9430047408908470_p4npg34qdBdB9A826J8H1J2JHGII0H89otBuptpi39-c17d01678628I19939492-d8d50482465J28B383619218AIIJ1JIf8i3b78B8d33G4G297500474H57J2HI2,"проспект Достык, 56/1",,Алматы,,,,https://2gis.kz/almaty/geo/9430047408908470_p4npg34qdBdB9A826J8H1J2JHGII0H89otBuptpi39-c17d01678628I19939492-d8d50482465J28B383619218AIIJ1JIf8i3b78B8d33G4G297500474H57J2HI2,частная,,,,,24/7,4.7,10,True
70000001054847834_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I164B57A5-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000015H78I1I70J62370d0,Парковка ТК Армада,,Алматы,,,,https://2gis.kz/almaty/geo/70000001054847834_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I164B57A5-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000015H78I1I70J62370d0,частная,,,,,See 2GIS,1.6,11,True
70000001093698072_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A39A829-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000013H79I1I70J6237041,"Almaty Parking, парковка №2024",,Алматы,,,,https://2gis.kz/almaty/geo/70000001093698072_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A39A829-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000013H79I1I70J6237041,частная,,,,,24/7,,,True
70000001097175310_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A748553-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000011H7AI1I70J6237058,"Almaty Parking, парковка №4801",,Алматы,,,,https://2gis.kz/almaty/geo/70000001097175310_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A748553-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000011H7AI1I70J6237058,частная,,,,,24/7,5,3,True
70000001090075383_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A03855A-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000014H7BI1I70J6237033,"Almaty Parking, парковка №2009",,Алматы,,,,https://2gis.kz/almaty/geo/70000001090075383_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A03855A-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000014H7BI1I70J6237033,частная,,,,,See 2GIS,,,False
9430468281761864_p4npg34qdBdB9A826J8H1J2JHGII0H6hotBuptpi39-c17d01678628I92792886-d8d50482465J28B383619218AIIJ1JIf8i3b78B8d33G4G297504682H5CJ2HI2,Парковка ТРЦ Mega Alma-Ata,,Алматы,,,,https://2gis.kz/almaty/geo/9430468281761864_p4npg34qdBdB9A826J8H1J2JHGII0H6hotBuptpi39-c17d01678628I92792886-d8d50482465J28B383619218AIIJ1JIf8i3b78B8d33G4G297504682H5CJ2HI2,частная,,,,,See 2GIS,1.9,3,False
70000001057443892_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I167753AB-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000013H83I1I70J62370e2,"Almaty Parking, парковка №4012",,Алматы,,,,https://2gis.kz/almaty/geo/70000001057443892_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I167753AB-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000013H83I1I70J62370e2,частная,,,,,24/7,5,1,False
70000001096763088_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A6A732A-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000019H84I1I70J62370A1,"Parqour, парковка МФК Villa",,Алматы,,,,https://2gis.kz/almaty/geo/70000001096763088_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A6A732A-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000019H84I1I70J62370A1,частная,,,,,24/7,1,5,True
70000001089353028_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I19966324-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000019H85I1I70J6237017,"Almaty Parking, парковка №2004",,Алматы,,,,https://2gis.kz/almaty/geo/70000001089353028_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I19966324-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000019H85I1I70J6237017,частная,,,,,24/7,1,1,True
70000001101626912_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I211936B3-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000013H86I1I70J6237040,Парковка ТРК Maxima,,Алматы,,,,https://2gis.kz/almaty/geo/70000001101626912_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I211936B3-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000013H86I1I70J6237040,ТЦ,,,,,See 2GIS,4.7,15,True
70000001113799972_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I223AA9B9-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000013H87I1I70J62370c7,"Urban parking, платная парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001113799972_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I223AA9B9-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000013H87I1I70J62370c7,частная,,,,,24/7,1.2,2,False
70000001093671699_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A39818B-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH88I1I70J6237045,"Parqour, парковка МФК Villa",,Алматы,,,,https://2gis.kz/almaty/geo/70000001093671699_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1A39818B-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH88I1I70J6237045,частная,,,,,24/7,4.3,7,True
9430468281761993_p4npg34qdBdB9A826J8H1J2JHGII0HdfotBuptpi39-c17d01678628I927929B5-d8d50482465J28B383619218AIIJ1JIf8i3b78B8d33G4G297504682H69J2HI2,Парковка гипермаркета Метро,,Алматы,,,,https://2gis.kz/almaty/geo/9430468281761993_p4npg34qdBdB9A826J8H1J2JHGII0HdfotBuptpi39-c17d01678628I927929B5-d8d50482465J28B383619218AIIJ1JIf8i3b78B8d33G4G297504682H69J2HI2,частная,,,,,See 2GIS,4.8,0,True
70000001089496699_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1997A68B-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH8AI1I70J6237055,"Almaty Parking, парковка №2047",,Алматы,,,,https://2gis.kz/almaty/geo/70000001089496699_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I1997A68B-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G273200001AH8AI1I70J6237055,частная,,,,,24/7,5,2,False
70000001110555928_ip4npg3c17d0dB8I38361H8BI1IHotBuptp504839-2465J281J2J73278B-d8dd33G4G2B1678620865B494qf8i3bdB9A8289216J8H00001223HII3HJIHGI2Ge9,"Arilan Energy, станция зарядки электромобилей",,Алматы,,,,https://2gis.kz/almaty/geo/70000001110555928_ip4npg3c17d0dB8I38361H8BI1IHotBuptp504839-2465J281J2J73278B-d8dd33G4G2B1678620865B494qf8i3bdB9A8289216J8H00001223HII3HJIHGI2Ge9,частная,,,,,24/7,5,1,False
70000001102945982_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I212C55BA-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000013H8CI1I70J6237061,"Maksat Med, парковка",,Алматы,,,,https://2gis.kz/almaty/geo/70000001102945982_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I212C55BA-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000013H8CI1I70J6237061,частная,,,,,24/7,1.7,4,False
9430047375175870_p4npg34qdBdB9A826J8H1J2JHGII0H9gotBuptpi39-c17d01678628I861A6892-d8d50482465J28B383619218AIIJ1JIf8i3b78B8d33G4G297500473H73J2HI2,"улица Фурката, 15",,Алматы,,,,https://2gis.kz/almaty/geo/9430047375175870_p4npg34qdBdB9A826J8H1J2JHGII0H9gotBuptpi39-c17d01678628I861A6892-d8d50482465J28B383619218AIIJ1JIf8i3b78B8d33G4G297500473H73J2HI2,частная,,,,,See 2GIS,3.7,4,True
70000001035734134_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I145A4435-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000015H94I1I70J6237050,Автостоянка,,Алматы,,,,https://2gis.kz/almaty/geo/70000001035734134_p4npg34qdBdB9A826J8H1J2JH0IIGHGJotBuptpi39-c17d01678628I145A4435-d8d50482465J28B383619211462J3JIf8i3b78B8d33G4G2732000015H94I1I70J6237050,частная,,,,,24/7,3.2,4,True
